"Step","model/_target_: src.models.parallel_energy_gfn_module.PerNodeParallelLinearTrainableCausalGraphGFlowNetModule - val/mse","model/_target_: src.models.parallel_energy_gfn_module.PerNodeParallelLinearTrainableCausalGraphGFlowNetModule - val/mse__MIN","model/_target_: src.models.parallel_energy_gfn_module.PerNodeParallelLinearTrainableCausalGraphGFlowNetModule - val/mse__MAX"
"4","0.05423831418156624","0.053897760808467865","0.054569486528635025"
"10","0.05558241754770279","0.05508901923894882","0.0561518557369709"
"16","0.058019360154867174","0.057677723467350006","0.05856809765100479"
"22","0.060702383518218994","0.06010281667113304","0.06095373257994652"
"28","0.06412467956542969","0.0638841912150383","0.06447072327136993"
"34","0.06746204197406769","0.06729216873645782","0.06775758415460587"
"40","0.07059307396411896","0.06998594105243683","0.07109861075878143"
"46","0.07317623943090439","0.0725095346570015","0.07400424778461456"
"52","0.07497339993715287","0.07408632338047028","0.07578585296869278"
"58","0.07593801319599151","0.07532093673944473","0.0766444280743599"
"64","0.0762785404920578","0.07542019337415695","0.07693711668252945"
"70","0.07631038427352906","0.07522562891244888","0.07708512246608734"
"76","0.07630453258752823","0.07505632191896439","0.07735314220190048"
"82","0.07597907483577729","0.07407285273075104","0.07689213752746582"
"88","0.0754562109708786","0.07363948971033096","0.07631293684244156"
"94","0.07472426146268844","0.07235893607139587","0.07644404470920563"
"100","0.07393375337123871","0.07163272798061371","0.07580260187387466"
"106","0.07279494553804397","0.07078231871128082","0.07542648911476135"
"112","0.07151628881692887","0.06969338655471802","0.07369843870401382"
"118","0.07025818526744843","0.0684814527630806","0.07283315062522888"
"124","0.06917466968297958","0.06750176101922989","0.07150926440954208"
"130","0.06804711967706681","0.06618408113718033","0.07038399577140808"
"136","0.06625001132488251","0.06472102552652359","0.06873909384012222"
"142","0.06508101373910904","0.0633561834692955","0.0670657828450203"
"148","0.06338863521814346","0.06128644943237305","0.0649203211069107"
"154","0.06174957975745201","0.05963316932320595","0.0630631297826767"
"160","0.05995381847023964","0.05765693262219429","0.06173582375049591"
"166","0.05827805325388909","0.056285034865140915","0.05990847200155258"
"172","0.056272432953119275","0.05340750515460968","0.058222696185112"
"178","0.05396983027458191","0.05120297893881798","0.05606180801987648"
"184","0.05190589278936386","0.049925290048122406","0.05374724045395851"
"190","0.050276118516922","0.04861490800976753","0.052735716104507446"
"196","0.04882892519235611","0.04680231586098671","0.050745442509651184"
"202","0.047122635692358014","0.04462074115872383","0.04880818352103233"
"208","0.045311269164085385","0.04259178042411804","0.04692976176738739"
"214","0.04361387863755226","0.04128663241863251","0.04593916982412338"
"220","0.041801301389932634","0.0392930842936039","0.044411852955818176"
"226","0.04015987887978554","0.03799906745553017","0.042604707181453705"
"232","0.038880251348018646","0.03723651543259621","0.04066251218318939"
"238","0.03749388679862022","0.03592110425233841","0.039268698543310165"
"244","0.03603724017739296","0.03426536172628403","0.038039397448301315"
"250","0.034992019087076186","0.032936614006757736","0.037171121686697006"
"256","0.03384408727288246","0.03149458393454552","0.03657308220863342"
"262","0.03301712721586227","0.030923180282115936","0.035544730722904205"
"268","0.03227125816047192","0.030638234689831734","0.03402126207947731"
"274","0.031126925349235536","0.029681367799639702","0.032987330108881"
"280","0.030269849672913553","0.028107263147830963","0.03254489228129387"
"286","0.029536089673638345","0.027139367535710335","0.03180951997637749"
"292","0.0283535610884428","0.026050081476569176","0.030751146376132965"
"298","0.027428646758198737","0.025393588468432426","0.029743222519755363"
"304","0.026139792799949647","0.02457158826291561","0.027639156207442284"
"310","0.025443294271826743","0.02372659742832184","0.02633059024810791"
"316","0.024737649783492088","0.022997833788394928","0.025861192494630814"
"322","0.02408435232937336","0.022667771205306053","0.02508128620684147"
"328","0.02365908995270729","0.02255418337881565","0.024593288078904152"
"334","0.02325546145439148","0.022150272503495216","0.024182844907045364"
"340","0.022962403669953346","0.021853676065802574","0.023911260068416595"
"346","0.02259049192070961","0.021638846024870872","0.024011697620153427"
"352","0.02209656648337841","0.021360641345381737","0.023426959291100502"
"358","0.021291205659508705","0.020657604560256004","0.022465631365776062"
"364","0.020726627111434935","0.019991734996438026","0.021701151505112648"
"370","0.020319547131657602","0.019831571727991104","0.020931780338287354"
"376","0.01980411969125271","0.01938423328101635","0.020306609570980072"
"382","0.019621863216161727","0.019226737320423126","0.01986636221408844"
"388","0.01918313466012478","0.01853313483297825","0.019881388172507286"
"394","0.018781984597444533","0.017850380390882492","0.020021654665470123"
"400","0.01846766993403435","0.01786826178431511","0.01926998794078827"
"406","0.017808858677744864","0.017079735174775124","0.01850341074168682"
"412","0.01751526854932308","0.016489434987306595","0.01828131079673767"
"418","0.01713787317276001","0.01601318083703518","0.017751110717654228"
"424","0.016878029331564903","0.016063082963228226","0.017268719151616096"
"430","0.016393104940652846","0.015731466934084892","0.016974356025457382"
"436","0.016188693791627885","0.015726201236248016","0.016764745116233826"
"442","0.015998147055506708","0.015369124710559845","0.017040420323610306"
"448","0.015882112458348273","0.015297163277864456","0.01693246327340603"
"454","0.015633252263069154","0.015090311877429485","0.01601005531847477"
"460","0.015416108444333077","0.015008622780442238","0.015669357031583786"
"466","0.01509222835302353","0.014655997976660728","0.015478085726499557"
"472","0.014782454259693623","0.014371072873473167","0.015525661408901215"
"478","0.014622636325657367","0.014193648472428322","0.015466293320059776"
"484","0.014169490337371827","0.0138551602140069","0.014704162254929543"
"490","0.013846635445952415","0.013625058345496655","0.014145824126899242"
"496","0.013681955635547638","0.013462226837873459","0.014188566245138645"
"502","0.013386243395507336","0.013005261309444904","0.013851537369191647"
"508","0.013154578022658825","0.012620226480066776","0.013520910404622555"
"514","0.013055926188826561","0.012602586299180984","0.013751300983130932"
"520","0.013030455820262432","0.012609989382326603","0.013635308481752872"
"526","0.012962277233600616","0.012483238242566586","0.013434551656246185"
"532","0.012843386642634869","0.012681773863732815","0.013168010860681534"
"538","0.012648472003638745","0.012190740555524826","0.013136041350662708"
"544","0.012547268718481063","0.011961227282881737","0.013181472197175026"
"550","0.012527686916291714","0.011958468705415726","0.01336059533059597"
"556","0.012478323094546795","0.011852738447487354","0.013601064682006836"
"562","0.012395632453262806","0.011771592311561108","0.013326210901141167"
"568","0.012206870503723622","0.011503552086651325","0.012688531540334225"
"574","0.012164555117487907","0.011590489186346531","0.012561364099383354"
"580","0.011997056566178799","0.01144312508404255","0.012559691444039345"
"586","0.011833444982767106","0.011312360875308514","0.012493976391851902"
"592","0.011718640103936195","0.011224077083170414","0.012604642659425735"
"598","0.011564740724861623","0.011066669598221779","0.012398327700793743"
"604","0.011611654423177242","0.011104968376457691","0.01236348133534193"
"610","0.011373578011989594","0.01079338788986206","0.012019539251923561"
"616","0.01141402292996645","0.010548878461122513","0.012332710437476635"
"622","0.011207242123782634","0.010361329652369022","0.01215280219912529"
"628","0.011084366403520108","0.010214087553322315","0.011835804209113121"
"634","0.010987288877367973","0.010228211991488934","0.011938461102545261"
"640","0.010969051346182822","0.010218790732324123","0.011926577426493168"
"646","0.010987874493002892","0.010104617103934288","0.011919810436666012"
"652","0.01079171448945999","0.00993292685598135","0.011613922193646431"
"658","0.010767288319766522","0.009833130054175854","0.011623596772551537"
"664","0.0106522211804986","0.009817078709602356","0.011448800563812256"
"670","0.010626132413744927","0.009843948297202587","0.011402517557144165"
"676","0.010663211531937122","0.00967724621295929","0.011344251222908497"
"682","0.010670853964984416","0.009600103832781315","0.01143922470510006"
"688","0.010439486429095268","0.009630356915295124","0.011242054402828217"
"694","0.010434173233807086","0.00961298681795597","0.011447237804532051"
"700","0.010443757846951484","0.009579455479979515","0.011311482638120651"
"706","0.010398991033434868","0.009553814306855202","0.011387172155082226"
"712","0.010356179624795913","0.009662332944571972","0.011271717958152294"
"718","0.010341651923954486","0.009580625221133232","0.011124992743134499"
"724","0.01021582167595625","0.00946061871945858","0.010920741595327854"
"730","0.01017852257937193","0.00938450638204813","0.011016431264579296"
"736","0.0100831413641572","0.00935334898531437","0.010936961509287357"
"742","0.010044495388865472","0.009242592379450798","0.01098549459129572"
"748","0.00996913705021143","0.009178286418318748","0.01076187938451767"
"754","0.009936396591365337","0.00918058305978775","0.01082103606313467"
"760","0.00989192519336939","0.009045674465596676","0.010653945617377758"
"766","0.009734940715134144","0.008833439089357853","0.010557297617197037"
"772","0.009803477674722672","0.008823108859360218","0.010613801889121532"
"778","0.009772597253322602","0.008797469548881054","0.010640174150466919"
"784","0.009799073822796345","0.00885617546737194","0.010648386552929878"
"790","0.009707408957183361","0.008824306540191174","0.010525942780077457"
"796","0.009692150168120861","0.008744696155190468","0.0103117935359478"
"802","0.009676032513380051","0.008832565508782864","0.010221733711659908"
"808","0.009661698341369629","0.008687988854944706","0.0103285638615489"
"814","0.009604791365563869","0.008840912953019142","0.010282457806169987"
"820","0.009420342743396759","0.008701778016984463","0.010012256912887096"
"826","0.009454619325697421","0.008720018900930882","0.010163914412260056"
"832","0.009443148784339429","0.008799008093774319","0.01009184867143631"
"838","0.00949412789195776","0.00893277209252119","0.010062350891530514"
"844","0.009383408725261689","0.008840092457830906","0.010009987279772758"
"850","0.00934729427099228","0.008882465772330761","0.0101062236353755"
"856","0.009363856539130211","0.008771282620728016","0.010293635539710522"
"862","0.009349550306797027","0.008734325878322124","0.010209568776190281"
"868","0.009342797473073006","0.008628522977232933","0.010067163966596127"
"874","0.009298093058168888","0.008543257601559162","0.00991151388734579"
"880","0.009202837198972701","0.008581966161727905","0.009795855730772018"
"886","0.009096441604197026","0.008600535802543163","0.009606736712157726"
"892","0.00905090942978859","0.008499959483742714","0.009617464616894722"
"898","0.009103330969810485","0.008563625626266003","0.009686618112027645"
"904","0.009042294509708882","0.008546893484890461","0.009518052451312542"
"910","0.008988408558070659","0.008494151756167412","0.009415185078978539"
"916","0.008963385596871376","0.008435006253421307","0.009472109377384186"
"922","0.008920014649629594","0.008412366732954979","0.009402414783835411"
"928","0.008838167227804661","0.0085066519677639","0.009258064441382885"
"934","0.008887534029781818","0.008557770401239395","0.009400422684848309"
"940","0.008870048075914383","0.008483786135911942","0.00942890252918005"
"946","0.008830283023416995","0.008328113704919815","0.009423930197954178"
"952","0.008891212940216064","0.008368805050849915","0.009582377970218658"
"958","0.008945445157587528","0.008338824845850468","0.009855823591351509"
"964","0.008879766613245011","0.00830941740423441","0.009594867937266827"
"970","0.008926058933138848","0.00850318931043148","0.009565899148583412"
"976","0.008877752721309662","0.008337540552020073","0.009477034211158752"
"982","0.00885744672268629","0.008566058240830898","0.009217326529324055"
"988","0.008955221623182297","0.008502239361405373","0.0092936921864748"
"994","0.00893373265862465","0.008483466692268848","0.009446384385228157"
"1000","0.00897972397506237","0.008430074900388718","0.009566455148160458"
"1006","0.008875678852200508","0.008367902599275112","0.00941777229309082"
"1012","0.008759060502052307","0.008324303664267063","0.009314099326729774"
"1018","0.008682268671691418","0.00821249932050705","0.009329707361757755"
"1024","0.008786620758473872","0.00828623678535223","0.009501238353550434"
"1030","0.00877723041921854","0.008319476619362831","0.009428911842405796"
"1036","0.008738223277032376","0.00827745907008648","0.009217473678290844"
"1042","0.008710246346890927","0.008283383212983608","0.00912016537040472"
"1048","0.008728127181529998","0.008281861431896687","0.009421716444194317"
"1054","0.00865158624947071","0.008286316879093647","0.00913981907069683"
"1060","0.00868144053965807","0.008230245672166348","0.009021471254527569"
"1066","0.008695892430841923","0.008146691136062145","0.00924638006836176"
"1072","0.00860879011452198","0.008108383975923061","0.009092424996197224"
"1078","0.008624633587896825","0.00826264638453722","0.00901101529598236"
"1084","0.00865251813083887","0.008276669308543205","0.008998892270028591"
"1090","0.00866757147014141","0.00819171778857708","0.008968636393547058"
"1096","0.008584108762443065","0.008040889166295528","0.009000834077596664"
"1102","0.008600886911153793","0.008226858451962471","0.008879701606929302"
"1108","0.0086443942040205","0.008350381627678871","0.008925577625632286"
"1114","0.008631040528416633","0.00839183758944273","0.00889530312269926"
"1120","0.008639979362487792","0.008350423537194729","0.0090758902952075"
"1126","0.008519716933369637","0.008259108290076256","0.00879932101815939"
"1132","0.008550496213138104","0.008138165809214115","0.009026494808495045"
"1138","0.008532891608774662","0.008151600137352943","0.009000965394079685"
"1144","0.008444364741444587","0.008161509409546852","0.00883808545768261"
"1150","0.008440098352730274","0.008265402168035507","0.008903578855097294"
"1156","0.00842889454215765","0.008275615982711315","0.008882339112460613"
"1162","0.008448203653097152","0.008233274333178997","0.008841114118695259"
"1168","0.008503121323883533","0.008291331119835377","0.009024159982800484"
"1174","0.008502390049397946","0.008327149786055088","0.008845140226185322"
"1180","0.008475285209715366","0.008138271979987621","0.008734497241675854"
"1186","0.008319254405796528","0.008099110797047615","0.008503100834786892"
"1192","0.008340931497514248","0.008164908736944199","0.008478442206978798"
"1198","0.008324728347361088","0.00802693236619234","0.008564494550228119"